Gene Family	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a90	c1000	c1001	c1002	c1003	c1004	c1005	c1006	c1007	c1008	c1009	c1010	c1011	c1012	c1013	c1014	c1015	c1016	c1017	c1018	c1019	c1020	c1021	c1022	c1023	c1024	c1025	c1026	c1027	c1028	c1029	c1030	c1031	c1032	c1033	c1034	c1035	c1036	c1037	c1038	c1039	c1040	c1041	c1042	c1043	c1044	c1045	c1046	c1047	c1048	c1049	c1050	c1051	c1052	c1053	c898	c899	c900	c901	c902	c903	c904	c905	c906	c907	c908	c909	c910	c911	c912	c913	c914	c915	c916	c917	c918	c919	c920	c921	c922	c923	c924	c925	c926	c927	c928	c929	c930	c931	c932	c933	c934	c935	c936	c937	c938	c939	c940	c941	c942	c943	c944	c945	c946	c947	c948	c949	c950	c951	c952	c953	c954	c955	c956	c957	c958	c959	c960	c961	c962	c963	c964	c965	c966	c967	c968	c969	c970	c971	c972	c973	c974	c975	c976	c977	c978	c979	c980	c981	c982	c983	c984	c985	c986	c987	c988	c989	c990	c991	c992	c993	c994	c995	c996	c997	c998	c999
UniRef90_E4M7D5	0	0	2.35364	8.76274	4.80125	15.0437	8.76184	7.10938	1.34431	1.80373	5.95588	1.68241	0	5.53206	1.77354	1.64969	63.4319	4.5557	2.135	0.693386	29.3754	0.217264	1.60235	7.23297	0	5.10642	0.57775	0	2.41202	0	0.377687	2.81695	6.02829	0	0	67.3371	5.49435	2.45668	7.24631	4.48064	5.81599	4.47135	3.55447	3.1855	6.61043	3.43879	4.82365	0	2.52772	7.83766	0.680631	0	2.37292	0.642492	2.05019	0	8.84923	7.57215	0	0.959302	0	1.82083	2.55915	8.66768	11.7964	0	1.21155	0	5.93372	2.07698	4.92124	0	1.86512	0	3.61398	1.00526	0	0	10.0647	4.00254	5.68766	0	0	0	2.37114	21.7463	3.02832	0	12.1196	9.70056	9.14612	10.9271	0	6.73319	2.94912	5.81979	11.9516	0	1.61631	2.81434	0	0	0	20.9605	1.38	1.49716	2.50663	2.13236	0	0	0	7.00716	11.9415	6.52935	3.20459	1.74704	0	7.89044	12.0362	1.70924	1.50973	1.85626	1.48477	0	0	12.6355	0	0	5.44814	28.7997	2.01665	1.64516	0	0	1.23863	0	0	0	0	0	4.54647	0.570154	0	22.5639	8.55294	20.6481	0	0	15.3536	0	0	7.94199	0	0	0	1.59704	10.7577	0	18.3906	5.32578	0	0	0	0.574991	3.34833	1.19215	5.37213	1.23066	0.704465	0	12.2884	0	1.64535	0	2.63245	0	2.83801	3.2445	0	1.07203	0	0	12.9809	1.50149	0	2.77492	0	0	0	0	2.86811	0	0	2.87768	0.651899	0	1.43712	1.65069	0	1.55106	1.75047	0.778753	6.48826	0	1.24588	0	0	0	0	6.43216	0	0	0	0	2.35653	1.46297	7.75924	0	2.21883	0	2.80624	0	5.51621	5.02948	0	5.77631	0	1.07175	0.827361	2.42826	0	6.51497	0	9.38508	7.49259	2.157
UniRef90_A0A1C6IET4	0	0	0	0	0	0	0	0	0	0	3.15141	0.70635	0	0	0	0	0	0	0	0.348577	0	0	0	0	0.30301	0	0	0	0	0	0	0	0	0	0	0	1.8184	0	0	0	0	0.7718	0	0	0.593768	0	0.843155	0	0	0.521006	0	0	0	0	0	9.58088	0	0	1.20903	0	0	0	0	0.302679	0	0	0	0	0	0	0	0.553434	0	0	0	0	0	0	0	1.99038	2.64201	1.61668	2.54599	0.530538	0	0	2.11336	3.74836	1.07066	0.542337	0	4.36484	1.40861	4.25001	8.05232	1.35249	0.98459	0	1.66913	2.66712	1.40931	3.51064	1.22661	0	3.11529	0	3.14981	3.44412	0	11.3795	2.63521	0	8.33344	2.93679	1.86709	0	0	1.56911	0	0	4.45999	0	0	0	1.57463	0	3.10727	2.0041	1.11039	0	2.96271	2.06792	7.97434	3.17916	0	0	1.10719	0	1.79737	1.43432	0	0.928336	0	0	4.65079	0	0	0	0	0.554763	4.42862	0	5.03266	0	0	1.99225	0	3.41362	0	0	0	1.7857	3.80572	2.07948	3.54125	2.93285	7.70327	3.23959	0.996212	2.88653	1.2243	0	2.7749	0.355474	3.41299	0.738809	2.06392	2.47618	2.45734	2.00137	3.5189	1.88263	3.54955	2.12233	0	2.11772	1.55445	1.80761	9.98178	1.66441	2.87906	1.16025	0	2.92165	0	3.59841	0.64983	2.69355	2.16652	1.46573	6.53421	4.31283	0	6.24234	1.03628	0.578018	2.71317	0.713941	1.78174	0	0.929405	5.36304	3.83377	3.9392	1.92385	0	4.59044	0	0	4.3401	4.28137	1.46514	0	3.89967	5.81391	2.2806	3.50172	0	1.2763	2.62726	6.32412	2.80871	3.0538	0.518591	0	0
UniRef90_D4LCA3	0	0	2.47933	3.2245	3.90854	0.842599	0	0	1.48729	0	0	0	0	0	0	0	1.39398	0	0.559104	0	1.07606	0	0	0	0	1.44986	0	0	0	0	0	0	0	0	0	0	1.05484	0	0	1.46626	0	0.316244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53057	0	0	0	0	0	0	1.21019	0	0	0	0	0	0	0	0	0	3.46184	0	0	0	2.109	0	4.46524	1.6591	1.65472	1.19007	0	0	3.82333	0	0	4.41137	0	0	0	0	3.20447	4.06251	0	1.1826	2.98774	0.707779	13.977	0	0	0	0	1.64127	0	0	0	2.20849	0	10.0762	0	3.18529	0	4.34911	0	0	0	0	0	1.60915	9.04157	0	0.85319	1.66023	0	0	0	0	1.55547	7.30172	0.713009	1.61296	0	0	0	0	1.78338	2.64125	2.45314	0	1.62356	0	0	3.42445	0	0	0	0	2.61669	1.50764	2.50317	0	0	0	0	0	0	0	0	0	0.495222	0	0	0	0	1.21408	2.23141	0	0	0	0	0.688536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37348	0	0	0	6.41288	0	0	0	0	0	1.88734	1.05619	0	0	0	0	1.3737	0	0	0	0	0	0	0	1.09487	0	0	3.778	0	0	0	0	0	0	4.16172	0	0	0	0	0	0
UniRef90_A0A175A505	5.60983	0	4.411	0	5.94046	6.20199	1.14616	0	1.31701	2.51407	1.06115	4.81534	0	3.63383	1.28691	5.18424	0	0	0.373504	0	0.590926	0	1.45385	0.718795	22.1112	0	0	0	0.824367	0	0	0.936168	0	0	1.99784	0	10.7797	0.494538	0	1.50491	0.606745	0.364984	1.09388	2.13019	3.08043	0	1.51383	0	2.37783	1.10621	0	0	0	1.56177	0.743842	0	0	0	0.455629	0	0	6.81631	0	0.593014	0	0	1.92256	0	0.908809	3.63484	0	0	1.20571	0	0.6663	0	4.30247	0	0	0.35828	0.703822	2.09807	1.85108	0.653778	6.34693	2.11062	1.62992	1.23559	0	2.72752	3.11532	0	0.845601	2.42943	1.37789	2.00116	1.15532	9.72061	0	0	0	6.56944	0.936937	0	1.31682	2.6227	21.4173	2.53857	0	0	1.77867	5.04837	0	7.5759	3.35574	0	8.11567	0	2.12751	1.55879	4.08141	0	0	11.2529	6.53108	0	2.22398	0	8.08069	2.71973	4.76927	0.614208	0	0	19.4721	0	1.74055	3.47059	3.05654	0	5.07088	0.701178	0	0.896583	0	0	0	11.9067	0	0	3.38581	0	6.55784	2.06058	0	0	0	0	0	0	0	0	7.86392	0	0	2.73873	0	7.91071	0	1.81019	0	5.75262	4.98669	0.894366	1.76359	1.25995	2.10158	0	0	0.770559	30.4562	5.95904	8.02466	0	0.702695	1.4311	0	0	0	2.15978	1.56191	2.447	0	2.06201	0	1.02277	0.263609	0	0	0	0.878338	0	0	0	0	0	0	0	1.84283	0	0	1.2569	0	0	1.46343	0.894487	0	0	0	3.99044	1.64822	0	0	2.07582	0	0.712676	3.62966	4.92883	1.29844	0	1.60141	3.90418	1.46284	3.80463	2.24753	3.82887
UniRef90_A0A1C6IXR0	5.62108	6.183188	0	0	0	0	0	0	0	0	0	0	6.172569681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.307083617	0	0.34515	0	0	0	0	0	0	0	0	6.676375256	0	0	6.10873773	0	0	0	0	0	0	1.31109	0	0	0	0	6.729611503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486188	0	0.800244	0	0	0	0	1.72667	0	0	0	1.09453	1.02882	0	2.6444	0	0	0	0	1.33781	0	0	0	0	0	0	0	0.938826	0	3.26558	1.2413	0	2.838	0	0	0	0	1.63975	0	0	1.90343	0	0	1.28685	0	0	0	0	0	0	0	0	4.10373	1.95263	0	0	0	0	0	0	0	0.245047	0	0	1.25653	0	0	0	0	0	2.36289	0	2.58112	0	0	0	0	0	0	0	0	0	1.2606	1.4423	1.35139	1.55736	4.06672	1.04165	0	0	0	0	1.02356	0.356663	1.64103	0	0	0	1.25185	0	1.20335	0	1.05965	1.06478	0	0	0.852795	0	2.17673	0	0	0	0	2.61643	0.255499	0	0	0	0	0	3.06487	0	0	2.72316	0	0	0	0	0.676882	0	0	1.34362	2.13625	0	0	0	0	0	0	1.51901	1.53367	0.473964	0.702415	1.44867	2.14422	0	1.85841	0	0	0	3.12926	1.37435	1.78656	0	0	0
UniRef90_E2ZM69	4.12108	4.533188	0	0.260464	5.1164	0	0	0	0	0	0	0	4.522734681	0.474757	0.998664	0	0	0	0	0	0	0.337601	0	0.791586	1.02745	0.296	0	0	0	0	0.875957	0	0	0	5.327281617	0	1.75625	1.23846	0	0	1.30563	0.458248	0	0	0	4.894553456	0	0	4.50509811	0.639976	0	0	0	0	0	0	0	0	0	0	4.965607921	0	0	0.49597	1.02853	0	0	0	0.878967	2.08921	0.630098	0.591343	0	0	0	0	0	0	1.61943	0	0	7.17751	4.5099	4.73993	1.68932	6.91359	2.55115	10.0422	0	1.32959	2.37943	2.48858	4.55834	3.92052	11.6899	3.58769	0	1.54855	0.93966	0	2.58047	0	2.56722	4.09103	3.13763	4.18624	10.0957	0	0	5.2171	3.01403	0	8.52958	0	5.73769	3.32892	0	5.73563	4.62171	0	8.78664	0	5.72877	6.36144	9.95595	0	0	3.38801	1.79661	1.88568	0	3.38194	14.7869	6.23072	0	3.59419	1.71539	0	0	3.97838	0	1.27369	0	0	6.98568	0	6.37652	0	0	0.499673	0	0	0.772973	0	0	1.58473	0	0	1.09981	0	0	0	2.42824	3.98612	2.95002	0.890506	0	9.95009	0	2.42285	5.17408	1.9562	6.0611	0.54697	1.96758	0	3.71791	13.1862	0	0	0	7.62931	7.0735	2.71159	9.24246	0	0	8.42132	7.77531	1.66731	1.22405	3.74801	0	8.46677	2.49141	3.85268	0.543359	3.08752	5.62086	11.7844	5.02057	1.09821	1.83975	6.63093	0	6.65285	3.8107	0	12.4994	0	3.20252	3.35107	18.2913	4.46067	0	8.00133	9.48618	0	3.08914	3.18622	6.84882	1.59549	3.71969	2.033	0	3.84953	10.4035	0	1.48127	1.48281	19.1707	0	12.9744	0	0	10.2304
UniRef90_R8VSD1	2.32453	2.556983	0	0	0	0	0	0	0	0	1.96899	0	2.546727302	0	0	0	0	0	0	0.380214	0	0	0	0	0.762939	0	0	0	0.30238	0	0	0	0	0	2.956072762	0	1.35289	0	0	0	0	0.738416	0	0	0.669193	2.760465486	0.53073	0	2.584418937	0	0	0	0	0	0.526281	2.16671	0	0	1.04108	0	2.852860831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57954	0.972315	0	1.01621	0.57643	0	1.07507	0	1.39216	0	0	0	1.42963	0	2.46057	3.66392	0	1.04511	1.39514	0.587845	2.9123	0.801299	1.13448	0	0	1.63573	0.592733	1.43328	1.76281	0	3.9494	1.57629	1.53879	3.35931	1.00867	1.20312	0	0	0	0	0	0	0	0	0	0	0	3.68	0	0	0	1.11165	1.0452	4.96498	1.53498	0	0	0.881432	1.86092	0	0	0	0	0	0	2.08409	0	0	0	0	0	2.57191	0	1.76892	0	0	0	0	1.08703	0	0	0	1.47692	1.43745	0	1.68107	1.54103	3.87316	0.907034	0	1.58895	0.825389	0.518086	1.18838	0.647023	0	0	0	0.574611	1.25778	0.780438	1.89193	1.30496	1.53785	0	0	1.24683	0.79563	0	4.73857	0	0.790925	0	0	2.27831	0.407882	1.12534	0	1.06341	1.52753	1.85041	3.1136	2.07132	0	2.30538	0.933977	0.764359	1.69259	0	0	0	0	2.40458	2.6574	2.95172	1.2127	0	3.07695	0	0	2.75564	2.04031	0.85982	0	1.70822	3.54359	0	4.16822	0	1.43798	0.889395	1.76607	1.42469	2.0372	0	0	0
UniRef90_A0A174ZNQ1	9.78701	0	2.40648	0	3.38496	4.54411	0.91531	0	0.779231	1.57487	0.54675	4.52236	0	2.0423	1.02202	4.78898	0.458797	0	0	0	0.616852	0	2.07712	0.86086	18.1851	0.503548	0	0	0.696478	0	0	0.950347	0	0	1.91024	0	9.61807	0	0	1.19563	1.41098	0.409305	0.852866	1.4589	3.09684	0	0.883289	0	1.81112	0.76527	0	0	0	1.00961	0.541567	0	0	0	0.642393	0	0	4.59203	0	0.277784	0	0	1.75973	0	0.551066	3.3628	0.533249	0	1.35542	0	0	0	3.85944	0	0	0.6971	0.790924	1.08818	3.05118	0.694597	6.03164	3.32008	1.44961	0	1.15763	3.00821	3.04593	0	1.37054	7.21522	1.83873	2.1685	1.40806	13.6991	0.516351	0	0	4.98353	1.237	0	0.991145	2.75171	28.6059	3.83359	0	0	6.73613	8.52198	2.49285	6.42595	6.64127	0	11.5754	0	1.51848	2.12706	4.8809	0	0	9.57652	10.5197	0	2.66458	0	9.83788	1.52816	7.86312	1.21484	0	0	35.2503	0	1.95595	2.98242	4.78059	0	6.01299	1.306	0	0	0	0	2.10412	13.2129	0	0	4.85115	0	11.1389	3.08477	0	0	0	1.37711	1.23157	0	0	0	7.53952	0	0	2.50773	0	9.05743	0	1.69518	0	7.69948	6.75758	1.03921	1.21004	2.3008	3.61195	0	0	1.01024	39.8817	9.4113	6.91047	0	1.34242	2.26374	0.539474	0	1.13914	2.42707	1.9745	3.46275	0	1.79056	0	1.44011	0.698261	0.49162	0	2.61385	1.29557	0	0	0	0.799596	0.666348	0	0	1.63491	0	0	0	0	0	2.46559	2.12622	1.46009	0	0	6.31875	1.95509	0	0	3.13458	0	0.700764	7.06516	3.09966	2.33026	1.78738	1.52966	3.69975	4.21244	2.92987	1.01605	4.70449
UniRef90_D4IQP0	3.57433	0	4.53369	9.1188	8.53448	20.351	27.4834	8.0472	2.87811	8.77239	17.6088	7.18976	0	28.8517	10.1571	2.09371	80.9184	16.5662	30.8582	1.69192	52.4328	0.394717	6.81755	16.1011	0.898949	34.6218	1.7976	0	15.9108	0	2.29904	13.8121	23.1805	0	1.29326	86.8486	14.6493	7.26851	9.46118	10.4102	25.8303	12.5529	16.8688	2.81407	12.2191	17.311	14.0113	0	2.62943	20.7108	1.40223	0	3.51656	0.721184	7.0145	0	24.0062	23.0321	0	8.19183	0	1.24907	19.4527	27.9597	22.0224	0	5.44707	3.54325	15.2383	9.44128	14.7569	0	7.34687	0	3.99377	1.03694	0	0	25.6434	18.5223	12.2964	0	5.82575	2.68656	3.87155	33.1118	5.37183	4.52835	16.5674	29.208	40.6739	28.6384	0	7.78135	11.2442	13.1022	13.3145	0	4.11386	13.0022	0	0	2.80216	63.4752	1.45259	5.72178	4.13268	6.55337	0	2.5714	0	7.32315	12.0678	13.1268	14.5418	11.5679	0	10.9829	40.7024	8.5167	3.48473	6.04912	2.70723	0	2.8712	14.277	7.18797	0	10.8176	51.2009	7.4627	1.97349	0	0	4.7806	1.10271	0	0	7.45159	2.26639	6.81165	4.86143	0	33.2918	28.7466	41.9843	0	17.8625	17.3277	0.690661	3.34907	13.539	1.89694	0	0	5.69269	14.9584	9.50409	24.9506	6.1361	0	0	0	3.79919	26.451	2.00668	32.2951	9.54732	0.730684	0	18.0566	0	2.41793	1.34808	9.42938	11.3204	3.74994	12.8251	0.773452	3.98008	0	3.29235	20.526	8.04438	0	10.1105	0	0	0	0	8.68994	5.79686	0.598812	18.5422	4.28737	0.789054	2.33269	7.61608	3.85012	6.42553	4.56124	1.3486	11.8658	1.82264	6.30264	1.01111	1.19385	0	0	7.01762	0	0	0	2.47091	3.94225	4.21752	29.001	0.987068	13.7579	0	4.83061	0	19.707	10.4376	0	16.4487	0	3.19151	9.2017	12.0924	0	13.1432	0	23.1195	19.1892	6.12603
UniRef90_A0A1C6CVA8	0	0	0	0	0	0	0	0	0	0	1.85815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.312	0	0	0	0	0.430736	0	0	0	0	0	0	0	0	0	0	0	0	0.547948	1.91964	0	0	0.525368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05314	0.885284	0	0.845034	0	0	0	0	3.03886	0	0	0	0.823491	1.0864	0	3.16609	0	1.3552	0	0.570298	2.42174	0	0	0.927838	0	1.54961	0.645214	1.48981	0	0	4.21466	1.45916	0	4.36924	1.88478	1.0492	0	0	1.73196	0	0	2.51246	0	0.962602	0	1.71477	0	0	0	0	0	0.955318	0.753462	3.9723	1.03096	0	0.470784	0	0	0	0	0	0.776287	0	0	3.45694	0	0	0	0	0	1.49708	0	4.97045	0	0	0	0	1.58188	0	0	0	0	1.14099	0.702933	2.24248	1.34552	3.48915	2.1999	0.879267	1.77867	0.720675	0	1.29702	0	0	0	0	0	2.19281	0	1.2707	1.26881	2.23791	1.1687	0	1.55921	1.58816	0	4.24059	0	0	0	0	2.2103	0.539599	1.77958	0.388528	0	1.11145	0	4.71113	2.57543	0	3.83411	0.814795	1.27122	0	0.756186	2.06622	0	0.684919	1.44085	2.09469	1.02272	2.79155	0	1.51918	0	0	3.32858	2.69919	0.625615	0	3.67839	3.12039	0.9191	1.58967	0	0	2.63845	1.88823	2.28057	1.61704	0	1.04608	0
UniRef90_A6L8C4	0.67221	3.27482	3.83115	3.26427	2.0155	7.63751	4.07027	6.17187	1.95863	2.5687	4.20545	0	0	1.50269	0.451709	1.1556	10.7469	3.75809	2.27457	0	6.99253	0	1.50328	4.19983	3.21463	4.61773	0.273904	2.85524	3.68779	2.7008	6.28871	1.30513	1.35215	5.49563	2.84515	3.41003	2.5498	2.10355	1.28647	7.04388	8.17089	1.12293	1.07751	2.63112	2.4063	1.60951	1.27129	0.625463	1.21865	6.50097	0.502973	6.69989	4.2942	3.10027	0	0.465561	7.86019	3.04832	4.25341	7.06023	0.484472	0.696629	2.82682	2.05803	0.48399	0	1.69467	0.741344	1.8756	1.0526	4.3749	0	1.88008	29.5633	1.38268	0.715084	4.03109	0	4.21138	6.0095	4.71499	0	0	0	1.08075	0	0.99643	0	0	2.97615	1.79762	5.29225	0	2.22675	2.90594	0	0	0	0	3.32499	0	0	0	3.0354	0	1.74359	3.00957	1.46863	0	0	0	0	1.18597	3.81394	1.90311	5.12307	0	0	1.69913	0	0	0	0	3.20258	0	0	0	0	2.41499	6.58816	4.56851	0.716933	0	1.26468	2.4477	0	0	1.21568	1.31939	2.96614	0	0.609847	0	3.44191	0	2.2233	0	1.47711	4.75516	0	1.08629	2.19103	1.42747	1.77237	0	0	4.17576	1.52169	0	0	0	0	1.06458	0.788887	0	0.50335	0	2.222	0	0	1.53672	0	1.16449	0	0	5.78334	1.47228	2.25071	0	0	0	0	0	0	0	0	0.720439	0	0	0.824424	0	0.899466	1.86683	0	0.508687	0	0.224247	0	0	0	0	0	0	0	0	0	0	0	1.63642	3.33527	0	0.970219	0.701578	0	0	0	0	0	0	0	1.51119	0.589776	0	0	0	1.14937	0.887804	0	1.18509	0	0	16.5751	0	3.2253	3.28718	0
UniRef90_C9LF45	2.52607	2.778677	0	0	0	0	0	5.72488	4.81473	0	2.05012	4.06418	2.768399132	0.883141	0.737421	0.720312	0	2.4094	0	0	0.490809	0	2.00257	0	0	0	0	0	0	0	0	0.913129	0	0	3.222078959	0	0	3.4333	0	0	0	0	0	0	0	2.999871063	0	0	2.799883957	0	0	0	2.37599	0	0	0	0	0	0	5.82832	3.089872352	0	0	0	0	0	0	0	0	0	0	0	2.15511	0	1.17769	1.40086	0	0	0	0	0	0	4.98955	0	0	0	1.01898	0	0	0	3.06338	1.2207	0	0	0	0	0	0	2.63517	0	1.23155	0	0	0	0	3.02885	0	0	0	0	0	0	0	0	0	2.58659	0	0	0	0	0	0	0	0	0	0	0	0	1.94337	0	0	0.803207	0	0	0	0	1.64466	0	0	0	4.01988	0	0	0	0	0	0	0	0	0	0	0	0	1.3365	0	5.44704	0	5.33409	0	0	0	0	3.01266	0.773342	0	1.57898	1.41734	2.61387	0.634222	2.11074	0	0	0	0	1.90645	0	1.68382	6.10993	0.805475	0	1.39798	0	0	0	4.71885	3.70196	0	0	11.3232	5.07272	0	0.705394	0	0	0	1.82937	0	0	5.95603	3.16063	0	0	0	8.95154	1.93217	2.94902	3.25492	0	0	6.44195	0	1.27353	0	1.89026	3.80512	2.27604	0	0	2.52148	1.76469	0	0	0.979228	0.75734	0	0	0	1.69511	0	0	0	0	8.05639	0	1.38103	0
UniRef90_D4ILQ3	0.439888	0	0.43996	7.18758	3.1597	2.16395	10.3467	7.99132	1.21662	0	1.65199	1.19202	0	4.07808	0	1.05999	8.72938	2.4156	1.26308	0	6.92369	0	0	9.15303	0	4.23708	1.09425	0	1.89867	0	0.437284	0.941099	3.18112	0	0	11.1617	2.7904	1.94026	5.73685	2.33411	0	0	0	0.393438	3.26513	2.75921	0	0	1.92427	6.1834	0	0	0.559739	0	0.932555	0	0.740306	0	0	0.537481	0	2.02743	2.46012	0	0	0	0	0	1.05353	0	2.51817	0	2.01375	0	1.4389	0.90296	0	0	7.74431	4.20514	3.97041	0	0	0	0	4.52552	1.36258	0	1.89459	2.05309	4.86674	7.67006	0	0	2.37576	5.5565	0	0	0.788459	2.2321	0	1.8274	0	1.16126	2.01962	1.57187	3.02342	1.18083	1.58837	0	0	6.61842	0	5.33013	1.0019	1.00685	0	7.36585	9.07945	1.95467	0	0	0.931335	0	0	0	1.75238	0	1.97439	3.03192	0.586555	1.94108	0	0	0	0	0	0	1.00023	0	3.76813	0.935652	0	5.74046	0	9.45808	0	0	2.73087	0	1.91056	11.0734	0	0	0	0	3.4409	0	4.03122	3.16576	0	0	0	0	3.122	0.691246	8.67728	0	0	0	5.10966	0	1.65524	0.801076	0	0	0.775091	3.82813	0.601499	0	0	0	2.856	1.59435	0	1.54369	0	0	0	0	2.08089	0	0	2.35063	0	0	1.27501	1.53604	1.41842	0	1.92746	0	0	1.63102	0	0	0	0	0	0	0	0	0	0	2.50241	1.12166	7.98192	0	2.92492	0	4.36326	0	3.53393	3.57913	0	5.3611	0	0	0	4.59475	0	4.74281	0	4.22952	1.03833	1.83347
UniRef90_A0A174ZLM9	9.41787	0	3.41592	0	4.37834	5.63277	1.39072	0	0.887785	3.49042	1.35909	5.84493	0	3.87158	1.22468	5.4229	0.760307	0	0.52893	0.480811	0.540603	0	2.01758	1.15387	21.5344	0	0	0	0.703833	0	0	0.721826	0	0	2.22037	0	12.9236	0	0	0.90902	1.10409	0.467502	1.08466	2.49684	4.24129	0	1.3423	0	2.55558	1.96173	0	0	0	1.38776	0	0	0	0	0.731884	0	0	8.0406	0	0	0	0	0.911991	0	0.538144	4.25314	0.714807	0	2.20606	0	0	0	4.19218	0	0.736918	1.08015	0.902629	1.65582	3.61374	0	7.31193	5.34972	1.14916	0	0	2.5131	4.2446	0	0	2.67057	0	3.66631	0	10.5655	0.620291	0	0	7.36736	1.21101	0	1.13516	4.21441	19.7042	3.45049	1.78533	0	0	5.19592	1.42235	8.157	2.41072	0	0	0	1.4554	2.85585	4.7415	0	0	13.0665	8.93429	0	0	3.84775	6.76391	0	7.54615	0.794079	0	0	21.9377	0	1.91331	4.71273	4.43282	0	3.85377	0.548264	0	0	0	0	0	9.16194	0	0	5.64485	1.69876	8.43242	1.05705	0	0	0	1.57307	0	0	0	0	10.6168	0	0	2.8619	0	6.50826	0	1.54768	0	8.10098	5.26669	1.47471	0	1.21188	4.75624	0.671166	0	0	35.0131	7.43572	3.89455	0	1.08142	2.00935	0	0	0	2.98292	1.0015	2.78951	0	1.44243	0	0	0.548639	0	0	0	0	0.828244	0	1.71899	0	1.38265	0	0	2.23898	0	0	1.43283	0	0	0	1.41188	2.59742	0	0	3.25666	0	0	0.77448	2.32939	0	1.35661	4.65701	3.47584	0.840379	1.81904	2.05376	2.7671	0	3.69319	2.66152	2.8127
UniRef90_Q8AAB1	2.77417	38.6673	7.6075	31.6617	3.82301	9.11578	14.4638	13.7732	11.0001	36.0762	6.49166	11.6646	0	13.2258	5.78197	9.54184	30.7605	61.7918	21.8516	37.6555	14.2715	12.5012	3.89716	12.5452	12.4166	26.8566	59.3367	28.3127	20.2384	57.6893	28.5271	6.23449	45.9234	19.1327	11.0919	27.2529	21.547	43.2435	71.7988	19.2147	24.2742	22.5926	49.1912	8.66464	16.2776	23.9735	19.3327	27.4801	51.3287	17.4337	26.5553	10.8912	5.3086	7.30671	6.90766	1.24064	26.5349	8.22924	13.4575	18.2761	61.8031	26.1944	43.4686	21.3617	29.9114	4.73393	15.1808	32.2568	12.3274	52.3222	22.6205	18.3317	4.84603	17.2126	22.5729	1.46539	4.05862	10.3912	23.8955	35.7476	1.9067	0	2.68656	1.32728	7.13721	6.7301	2.72624	0	5.84755	10.5257	6.39291	12.4709	2.47277	12.1318	6.94151	4.29711	3.19479	29.939	0.53905	6.0168	1.98803	1.57491	0	13.4266	0	11.9827	5.49991	8.17657	0	0	0	15.8673	8.91683	47.4593	12.9387	2.00479	0	3.2853	5.92054	3.24204	3.09855	0	1.42666	0	1.82639	11.85	4.10336	0	10.9128	20.4435	21.7132	0.937904	0	0	6.57377	0	0	0	4.45304	0	11.0293	1.04329	0	20.8277	0.897702	5.23458	3.55307	18.5029	0	0	7.60309	2.46946	1.22102	5.18609	2.49207	0	3.45308	0	2.14534	1.31113	0	0	5.22809	2.61106	6.47324	0.992802	10.4389	17.3219	0	0	7.89417	0	2.14599	0.491174	0	15.0834	0	15.2345	0	2.78333	3.0137	0	10.5904	1.6	0	6.85973	1.09839	0	0	1.39379	3.20745	2.76936	0	1.70369	2.76153	0	1.26049	0.546954	0	3.82353	0	0	5.53244	0	0	0	0	0	6.84604	2.47997	3.64805	0	3.24629	0	1.67418	1.20143	1.01139	0	0	0	0	6.45834	7.5995	0.987126	0	3.85885	7.86452	1.01515	2.36231	3.95463	11.2247	23.705	0	43.2557	13.431	2.0169
